Sep 30 13:12:12.148 WARN Ethereum 2.0 is pre-release. This software is experimental.
Sep 30 13:12:12.148 INFO Lighthouse started                      version: Lighthouse/v0.2.13-c0e76d2c
Sep 30 13:41:02.001 INFO Syncing                                 est_time: 6 hrs 51 mins, speed: 14.71 slots/sec, distance: 362900 slots (7 weeks 1 days), peers: 50, service: slot_notifier
Sep 30 13:41:14.001 INFO Syncing                                 est_time: 6 hrs 52 mins, speed: 14.67 slots/sec, distance: 362645 slots (7 weeks 1 days), peers: 49, service: slot_notifier
Sep 30 13:41:26.001 INFO Syncing                                 est_time: 5 hrs 1 mins, speed: 20.00 slots/sec, distance: 362390 slots (7 weeks 1 days), peers: 51, service: slot_notifier
Sep 30 13:41:38.000 INFO Syncing                                 est_time: 3 hrs 16 mins, speed: 30.63 slots/sec, distance: 361881 slots (7 weeks 1 days), peers: 52, service: slot_notifier
Sep 30 13:41:50.001 INFO Syncing                                 est_time: 3 hrs 46 mins, speed: 26.67 slots/sec, distance: 361624 slots (7 weeks 1 days), peers: 50, service: slot_notifier
Sep 30 13:42:02.001 INFO Syncing                                 est_time: 3 hrs 46 mins, speed: 26.65 slots/sec, distance: 361370 slots (7 weeks 1 days), peers: 53, service: slot_notifier
Sep 30 13:42:11.460 INFO Imported deposit log(s)                 new: 1, total: 77511, latest_block: 3491929, service: eth1_rpc
Sep 30 13:42:14.001 INFO Syncing                                 est_time: 3 hrs 7 mins, speed: 32.00 slots/sec, distance: 360858 slots (7 weeks 1 days), peers: 51, service: slot_notifier
Sep 30 13:42:26.000 INFO Syncing                                 est_time: 3 hrs 45 mins, speed: 26.69 slots/sec, distance: 360604 slots (7 weeks 1 days), peers: 52, service: slot_notifier
Sep 30 13:42:32.454 INFO Imported deposit log(s)                 new: 1, total: 77511, latest_block: 3491929, service: eth1_rpc
Sep 30 13:42:38.000 INFO Syncing                                 est_time: 4 hrs 41 mins, speed: 21.31 slots/sec, distance: 360605 slots (7 weeks 1 days), peers: 53, service: slot_notifier
Sep 30 13:42:50.000 INFO Syncing                                 est_time: 6 hrs 15 mins, speed: 16.00 slots/sec, distance: 360606 slots (7 weeks 1 days), peers: 53, service: slot_notifier
Sep 30 13:43:02.000 INFO Syncing                                 est_time: 18 hrs 51 mins, speed: 5.31 slots/sec, distance: 360607 slots (7 weeks 1 days), peers: 54, service: slot_notifier
Sep 30 13:43:14.000 INFO Syncing                                 est_time: --, distance: 360608 slots (7 weeks 1 days), peers: 51, service: slot_notifier
Sep 30 13:43:26.001 INFO Syncing                                 est_time: 18 hrs 41 mins, speed: 5.35 slots/sec, distance: 360352 slots (7 weeks 1 days), peers: 55, service: slot_notifier
Sep 30 13:43:38.000 INFO Syncing                                 est_time: 6 hrs 14 mins, speed: 16.02 slots/sec, distance: 359841 slots (7 weeks 0 days), peers: 54, service: slot_notifier
Sep 30 13:43:50.000 INFO Syncing                                 est_time: 4 hrs 40 mins, speed: 21.36 slots/sec, distance: 359586 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:44:02.000 INFO Syncing                                 est_time: 3 hrs 44 mins, speed: 26.69 slots/sec, distance: 359331 slots (7 weeks 0 days), peers: 55, service: slot_notifier
Sep 30 13:44:14.000 INFO Syncing                                 est_time: 3 hrs 44 mins, speed: 26.67 slots/sec, distance: 359076 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:44:26.000 INFO Syncing                                 est_time: 4 hrs 40 mins, speed: 21.31 slots/sec, distance: 358822 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:44:38.000 INFO Syncing                                 est_time: 3 hrs 43 mins, speed: 26.67 slots/sec, distance: 358310 slots (7 weeks 0 days), peers: 53, service: slot_notifier
Sep 30 13:44:50.000 INFO Syncing                                 est_time: 3 hrs 43 mins, speed: 26.67 slots/sec, distance: 358055 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:45:02.000 INFO Syncing                                 est_time: 3 hrs 6 mins, speed: 32.00 slots/sec, distance: 357544 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:45:14.000 INFO Syncing                                 est_time: 3 hrs 6 mins, speed: 32.00 slots/sec, distance: 357290 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:45:26.000 INFO Syncing                                 est_time: 3 hrs 43 mins, speed: 26.65 slots/sec, distance: 357035 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:45:38.000 INFO Syncing                                 est_time: 3 hrs 43 mins, speed: 26.65 slots/sec, distance: 356780 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:45:50.000 INFO Syncing                                 est_time: 3 hrs 42 mins, speed: 26.67 slots/sec, distance: 356268 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:46:02.000 INFO Syncing                                 est_time: 3 hrs 42 mins, speed: 26.69 slots/sec, distance: 356013 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:46:14.001 INFO Syncing                                 est_time: 3 hrs 42 mins, speed: 26.69 slots/sec, distance: 355758 slots (7 weeks 0 days), peers: 50, service: slot_notifier
Sep 30 13:46:26.000 INFO Syncing                                 est_time: 3 hrs 42 mins, speed: 26.69 slots/sec, distance: 355503 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:46:38.000 INFO Syncing                                 est_time: 3 hrs 53 mins, speed: 25.33 slots/sec, distance: 355056 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:46:50.000 INFO Syncing                                 est_time: 3 hrs 53 mins, speed: 25.34 slots/sec, distance: 354801 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:47:02.000 INFO Syncing                                 est_time: 3 hrs 12 mins, speed: 30.67 slots/sec, distance: 354290 slots (7 weeks 0 days), peers: 52, service: slot_notifier
Sep 30 13:47:14.000 INFO Syncing                                 est_time: 3 hrs 12 mins, speed: 30.67 slots/sec, distance: 354035 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:47:26.000 INFO Syncing                                 est_time: 3 hrs 4 mins, speed: 32.00 slots/sec, distance: 353524 slots (7 weeks 0 days), peers: 51, service: slot_notifier
Sep 30 13:47:38.000 INFO Syncing                                 est_time: 3 hrs 3 mins, speed: 32.00 slots/sec, distance: 353269 slots (7 weeks 0 days), peers: 54, service: slot_notifier
Sep 30 13:47:50.001 INFO Syncing                                 est_time: 3 hrs 3 mins, speed: 32.00 slots/sec, distance: 352758 slots (6 weeks 6 days), peers: 52, service: slot_notifier
Sep 30 13:48:02.001 INFO Syncing                                 est_time: 3 hrs 3 mins, speed: 32.00 slots/sec, distance: 352503 slots (6 weeks 6 days), peers: 54, service: slot_notifier
Sep 30 13:48:14.000 INFO Syncing                                 est_time: 3 hrs 40 mins, speed: 26.65 slots/sec, distance: 352249 slots (6 weeks 6 days), peers: 50, service: slot_notifier
Sep 30 13:48:26.000 INFO Syncing                                 est_time: 3 hrs 39 mins, speed: 26.67 slots/sec, distance: 351993 slots (6 weeks 6 days), peers: 52, service: slot_notifier
Sep 30 13:48:38.001 INFO Syncing                                 est_time: 3 hrs 39 mins, speed: 26.67 slots/sec, distance: 351482 slots (6 weeks 6 days), peers: 55, service: slot_notifier
Sep 30 13:48:50.000 INFO Syncing                                 est_time: 3 hrs 39 mins, speed: 26.62 slots/sec, distance: 351229 slots (6 weeks 6 days), peers: 50, service: slot_notifier
Sep 30 13:49:02.000 INFO Syncing                                 est_time: 3 hrs 39 mins, speed: 26.69 slots/sec, distance: 350972 slots (6 weeks 6 days), peers: 54, service: slot_notifier
Sep 30 13:49:14.000 INFO Syncing                                 est_time: 3 hrs 2 mins, speed: 32.00 slots/sec, distance: 350461 slots (6 weeks 6 days), peers: 50, service: slot_notifier
Sep 30 13:49:26.001 INFO Syncing                                 est_time: 3 hrs 39 mins, speed: 26.65 slots/sec, distance: 350207 slots (6 weeks 6 days), peers: 51, service: slot_notifier
Sep 30 13:49:38.001 INFO Syncing                                 est_time: 3 hrs 1 mins, speed: 32.04 slots/sec, distance: 349695 slots (6 weeks 6 days), peers: 53, service: slot_notifier
Sep 30 13:49:50.001 INFO Syncing                                 est_time: 3 hrs 1 mins, speed: 32.00 slots/sec, distance: 349440 slots (6 weeks 6 days), peers: 50, service: slot_notifier
Sep 30 13:50:02.000 INFO Syncing                                 est_time: 3 hrs 1 mins, speed: 32.00 slots/sec, distance: 348929 slots (6 weeks 6 days), peers: 52, service: slot_notifier
Sep 30 13:50:14.001 INFO Syncing                                 est_time: 3 hrs 1 mins, speed: 31.98 slots/sec, distance: 348676 slots (6 weeks 6 days), peers: 50, service: slot_notifier
Sep 30 13:50:26.001 INFO Syncing                                 est_time: 3 hrs 1 mins, speed: 32.00 slots/sec, distance: 348163 slots (6 weeks 6 days), peers: 50, service: slot_notifier
Sep 30 13:50:38.000 INFO Syncing                                 est_time: 3 hrs 1 mins, speed: 32.00 slots/sec, distance: 347908 slots (6 weeks 6 days), peers: 51, service: slot_notifier
Sep 30 13:50:50.000 INFO Syncing                                 est_time: 3 hrs 1 mins, speed: 31.96 slots/sec, distance: 347399 slots (6 weeks 6 days), peers: 51, service: slot_notifier
Sep 30 13:51:02.000 INFO Syncing                                 est_time: 3 hrs 0 mins, speed: 32.02 slots/sec, distance: 347143 slots (6 weeks 6 days), peers: 54, service: slot_notifier
Sep 30 13:51:14.000 INFO Syncing                                 est_time: 3 hrs 36 mins, speed: 26.67 slots/sec, distance: 346887 slots (6 weeks 6 days), peers: 50, service: slot_notifier
Sep 30 13:51:26.000 INFO Syncing                                 est_time: 3 hrs 36 mins, speed: 26.67 slots/sec, distance: 346632 slots (6 weeks 6 days), peers: 52, service: slot_notifier
Sep 30 13:51:38.000 INFO Syncing                                 est_time: 3 hrs 36 mins, speed: 26.69 slots/sec, distance: 346122 slots (6 weeks 6 days), peers: 55, service: slot_notifier
Sep 30 13:51:50.001 INFO Syncing                                 est_time: 3 hrs 35 mins, speed: 26.69 slots/sec, distance: 345866 slots (6 weeks 6 days), peers: 52, service: slot_notifier
Sep 30 13:52:02.000 INFO Syncing                                 est_time: 2 hrs 59 mins, speed: 31.98 slots/sec, distance: 345356 slots (6 weeks 5 days), peers: 53, service: slot_notifier
Sep 30 13:52:14.000 INFO Syncing                                 est_time: 2 hrs 59 mins, speed: 31.98 slots/sec, distance: 345101 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:52:26.000 INFO Syncing                                 est_time: 3 hrs 35 mins, speed: 26.69 slots/sec, distance: 344845 slots (6 weeks 5 days), peers: 55, service: slot_notifier
Sep 30 13:52:38.001 INFO Syncing                                 est_time: 3 hrs 35 mins, speed: 26.65 slots/sec, distance: 344591 slots (6 weeks 5 days), peers: 55, service: slot_notifier
Sep 30 13:52:50.000 INFO Syncing                                 est_time: 3 hrs 35 mins, speed: 26.65 slots/sec, distance: 344081 slots (6 weeks 5 days), peers: 53, service: slot_notifier
Sep 30 13:53:02.000 INFO Syncing                                 est_time: 3 hrs 46 mins, speed: 25.36 slots/sec, distance: 343888 slots (6 weeks 5 days), peers: 54, service: slot_notifier
Sep 30 13:53:14.000 INFO Syncing                                 est_time: 4 hrs 46 mins, speed: 20.00 slots/sec, distance: 343889 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:53:26.000 INFO Syncing                                 est_time: 4 hrs 46 mins, speed: 20.02 slots/sec, distance: 343634 slots (6 weeks 5 days), peers: 55, service: slot_notifier
Sep 30 13:53:38.000 INFO Syncing                                 est_time: 4 hrs 46 mins, speed: 19.98 slots/sec, distance: 343126 slots (6 weeks 5 days), peers: 54, service: slot_notifier
Sep 30 13:53:50.001 INFO Syncing                                 est_time: 4 hrs 27 mins, speed: 21.33 slots/sec, distance: 342868 slots (6 weeks 5 days), peers: 54, service: slot_notifier
Sep 30 13:54:02.000 INFO Syncing                                 est_time: 3 hrs 34 mins, speed: 26.67 slots/sec, distance: 342613 slots (6 weeks 5 days), peers: 55, service: slot_notifier
Sep 30 13:54:14.001 INFO Syncing                                 est_time: 2 hrs 58 mins, speed: 31.96 slots/sec, distance: 342104 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:54:26.000 INFO Syncing                                 est_time: 3 hrs 33 mins, speed: 26.71 slots/sec, distance: 341848 slots (6 weeks 5 days), peers: 53, service: slot_notifier
Sep 30 13:54:38.000 INFO Syncing                                 est_time: 3 hrs 33 mins, speed: 26.61 slots/sec, distance: 341595 slots (6 weeks 5 days), peers: 54, service: slot_notifier
Sep 30 13:54:50.001 INFO Syncing                                 est_time: 2 hrs 57 mins, speed: 31.98 slots/sec, distance: 341082 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:55:02.001 INFO Syncing                                 est_time: 3 hrs 32 mins, speed: 26.69 slots/sec, distance: 340827 slots (6 weeks 5 days), peers: 54, service: slot_notifier
Sep 30 13:55:14.001 INFO Syncing                                 est_time: 3 hrs 32 mins, speed: 26.69 slots/sec, distance: 340571 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:55:26.000 INFO Syncing                                 est_time: 2 hrs 56 mins, speed: 32.04 slots/sec, distance: 340061 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:55:38.000 INFO Syncing                                 est_time: 3 hrs 32 mins, speed: 26.67 slots/sec, distance: 339806 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:55:50.000 INFO Syncing                                 est_time: 3 hrs 32 mins, speed: 26.69 slots/sec, distance: 339550 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:56:02.001 INFO Syncing                                 est_time: 2 hrs 56 mins, speed: 32.00 slots/sec, distance: 339039 slots (6 weeks 5 days), peers: 55, service: slot_notifier
Sep 30 13:56:14.000 INFO Syncing                                 est_time: 3 hrs 31 mins, speed: 26.69 slots/sec, distance: 338784 slots (6 weeks 5 days), peers: 51, service: slot_notifier
Sep 30 13:56:26.001 INFO Syncing                                 est_time: 3 hrs 31 mins, speed: 26.67 slots/sec, distance: 338530 slots (6 weeks 5 days), peers: 50, service: slot_notifier
Sep 30 13:56:38.000 INFO Syncing                                 est_time: 3 hrs 31 mins, speed: 26.65 slots/sec, distance: 338275 slots (6 weeks 4 days), peers: 53, service: slot_notifier
Sep 30 13:56:50.000 INFO Syncing                                 est_time: 3 hrs 31 mins, speed: 26.67 slots/sec, distance: 337763 slots (6 weeks 4 days), peers: 50, service: slot_notifier
Sep 30 13:57:02.000 INFO Syncing                                 est_time: 3 hrs 30 mins, speed: 26.67 slots/sec, distance: 337508 slots (6 weeks 4 days), peers: 50, service: slot_notifier
Sep 30 13:57:14.001 INFO Syncing                                 est_time: 2 hrs 55 mins, speed: 32.02 slots/sec, distance: 336997 slots (6 weeks 4 days), peers: 50, service: slot_notifier
Sep 30 13:57:26.000 INFO Syncing                                 est_time: 2 hrs 30 mins, speed: 37.31 slots/sec, distance: 336488 slots (6 weeks 4 days), peers: 54, service: slot_notifier
